question_id,question,gold_answer,predicted_answer,semantic_similarity,retrieval_time_ms,generation_time_ms,sources,error,question_type,company,doc_name,doc_type
0,What is the FY2018 capital expenditure amount (in USD millions) for 3M? Give a response to the question by relying on the details shown in the cash flow statement.,$1577.00,"$1,577",0.7392389854705413,326.49803161621094,825.2880573272705,/Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf,,metrics-generated,3M,3M_2018_10K,10k
1,Assume that you are a public equities analyst. Answer the following question by primarily using information that is shown in the balance sheet: what is the year end FY2018 net PPNE for 3M? Answer in USD billions.,$8.70,$8.738 billion,0.6380686880575807,185.73904037475586,640.8870220184326,/Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf,,metrics-generated,3M,3M_2018_10K,10k
2,Is 3M a capital-intensive business based on FY2022 data?,"No, the company is managing its CAPEX and Fixed Assets pretty efficiently, which is evident from below key metrics:
CAPEX/Revenue Ratio: 5.1%
Fixed assets/Total Assets: 20%
Return on Assets= 12.4%","Based on the provided context, 3M's capital spending in 2022 was $1,749 million, and its net property, plant, and equipment as of December 31, 2022, was $9,178 million. This suggests that 3M does invest a significant amount in property, plant, and equipment, which could indicate that it is a capital-intensive business.",0.423821217411304,309.7689151763916,1113.861083984375,/Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf,,domain-relevant,3M,3M_2022_10K,10k
3,"What drove operating margin change as of FY2022 for 3M? If operating margin is not a useful metric for a company like this, then please state that and explain why.","Operating Margin for 3M in FY2022 has decreased by 1.7% primarily due to: 
-Decrease in gross Margin
-mostly one-off charges including Combat Arms Earplugs litigation, impairment related to exiting PFAS manufacturing, costs related to exiting Russia and divestiture-related restructuring
charges",The provided context does not contain sufficient information to answer this question.,0.13423491353076752,397.42493629455566,706.550121307373,/Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf,,domain-relevant,3M,3M_2022_10K,10k
4,"If we exclude the impact of M&A, which segment has dragged down 3M's overall growth in 2022?",The consumer segment shrunk by 0.9% organically.,The provided context does not contain sufficient information to answer this question.,0.10222552958507362,185.09793281555176,909.229040145874,/Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf,,novel-generated,3M,3M_2022_10K,10k
5,"Does 3M have a reasonably healthy liquidity profile based on its quick ratio for Q2 of FY2023? If the quick ratio is not relevant to measure liquidity, please state that and explain why.","No. The quick ratio for 3M was 0.96 by Jun'23 close, which needs a bit of an improvement to touch the 1x mark",The provided context does not contain sufficient information to answer this question.,0.16330353345839776,339.4780158996582,588.3142948150635,/Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/COCACOLA_2022_10K.pdf,,domain-relevant,3M,3M_2023Q2_10Q,10q
6,Which debt securities are registered to trade on a national securities exchange under 3M's name as of Q2 of 2023?,"Following debt securities registered under 3M's name are listed to trade on the New York Stock Exchange:
-1.500% Notes due 2026 (Trading Symbol: MMM26)
-1.750% Notes due 2030 (Trading Symbol: MMM30)
-1.500% Notes due 2031 (Trading Symbol: MMM31)",The provided context does not contain sufficient information to answer this question.,0.07493095854275317,186.77997589111328,600.3918647766113,/Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf,,domain-relevant,3M,3M_2023Q2_10Q,10q
7,Does 3M maintain a stable trend of dividend distribution?,"Yes, not only they distribute the dividends on a routine basis, 3M has also been increasing the per share dividend for consecutive 65 years","Yes, 3M maintains a stable trend of dividend distribution. The company has paid dividends since 1916 and has increased its dividend for 65 consecutive years, with the most recent increase being a 1% increase in February 2023.",0.792245242370621,148.54001998901367,1588.791847229004,/Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2023Q2_10Q.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2018_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/3M_2022_10K.pdf,,novel-generated,3M,3M_2023Q2_10Q,10q
8,What is the FY2019 fixed asset turnover ratio for Activision Blizzard? Fixed asset turnover ratio is defined as: FY2019 revenue / (average PP&E between FY2018 and FY2019). Round your answer to two decimal places. Base your judgments on the information provided primarily in the statement of income and the statement of financial position.,24.26,The provided context does not contain sufficient information to answer this question.,0.2572750256160723,235.5811595916748,579.1511535644531,/Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf,,metrics-generated,Activision Blizzard,ACTIVISIONBLIZZARD_2019_10K,10k
9,What is the FY2017 - FY2019 3 year average of capex as a % of revenue for Activision Blizzard? Answer in units of percents and round to one decimal place. Calculate (or extract) the answer from the statement of income and the cash flow statement.,1.9%,The provided context does not contain sufficient information to answer this question.,0.1364769164831158,193.66693496704102,582.3967456817627,/Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/MICROSOFT_2023_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf; /Users/shawheen/Projects/myRAG/data/test_files/finance-bench-pdfs/ACTIVISIONBLIZZARD_2019_10K.pdf,,metrics-generated,Activision Blizzard,ACTIVISIONBLIZZARD_2019_10K,10k
